timestamp,frame,left_pos_x,left_pos_y,left_pos_z,left_rot_x,left_rot_y,left_rot_z,left_rot_w,right_pos_x,right_pos_y,right_pos_z,right_rot_x,right_rot_y,right_rot_z,right_rot_w
493.677300,35538,-0.232391,-0.867627,-0.374122,0.194671,-0.185884,-0.210586,0.939789,-0.336060,-0.518169,-0.191793,-0.501591,-0.727825,-0.103427,0.456049
493.691700,35539,-0.234938,-0.867563,-0.371750,0.192514,-0.176233,-0.211831,0.941811,-0.337952,-0.517303,-0.186157,-0.507428,-0.728549,-0.103282,0.448404
493.705600,35540,-0.237641,-0.867358,-0.369228,0.190782,-0.167522,-0.212837,0.943525,-0.340046,-0.516371,-0.179586,-0.508821,-0.731439,-0.100486,0.442720
493.719500,35541,-0.240698,-0.866968,-0.366381,0.189018,-0.158274,-0.214209,0.945165,-0.342467,-0.514943,-0.172584,-0.508345,-0.732918,-0.096080,0.441797
493.733200,35542,-0.244015,-0.866462,-0.363385,0.187077,-0.147831,-0.216006,0.946831,-0.344480,-0.513146,-0.165022,-0.503697,-0.733099,-0.093807,0.447275
493.746900,35543,-0.247758,-0.865841,-0.360264,0.184684,-0.136516,-0.217550,0.948645,-0.347305,-0.512009,-0.155017,-0.491717,-0.733262,-0.094897,0.459930
493.760900,35544,-0.251892,-0.865051,-0.357029,0.182078,-0.124991,-0.219384,0.950313,-0.348524,-0.508819,-0.144397,-0.479893,-0.732131,-0.096135,0.473757
493.774700,35545,-0.256492,-0.864123,-0.353587,0.179387,-0.113298,-0.221395,0.951824,-0.350018,-0.506739,-0.130454,-0.468162,-0.730519,-0.098032,0.487399
493.788700,35546,-0.261552,-0.863089,-0.349930,0.176916,-0.102370,-0.223801,0.952961,-0.351233,-0.504320,-0.114072,-0.458504,-0.730266,-0.093786,0.497684
493.802700,35547,-0.267018,-0.862175,-0.345921,0.174496,-0.092709,-0.226712,0.953708,-0.352401,-0.502143,-0.094543,-0.452597,-0.727653,-0.083346,0.508656
493.816600,35548,-0.273067,-0.861399,-0.341475,0.171572,-0.084935,-0.230227,0.954120,-0.352539,-0.499958,-0.072225,-0.452359,-0.720191,-0.064103,0.522099
493.830200,35549,-0.279121,-0.860670,-0.336909,0.168475,-0.077963,-0.233820,0.954393,-0.351523,-0.497958,-0.047225,-0.454806,-0.708607,-0.039643,0.538011
493.844200,35550,-0.285892,-0.860013,-0.331711,0.164512,-0.073751,-0.237797,0.954437,-0.348897,-0.495328,-0.019774,-0.461177,-0.694317,-0.010808,0.552379
493.857800,35551,-0.292696,-0.859388,-0.326433,0.159695,-0.070750,-0.241786,0.954480,-0.345257,-0.491678,0.009187,-0.463495,-0.680411,0.015250,0.567434
493.871700,35552,-0.299541,-0.858828,-0.321126,0.154753,-0.067757,-0.245978,0.954440,-0.339050,-0.487086,0.042142,-0.458134,-0.662292,0.034489,0.591856
493.885800,35553,-0.306694,-0.858324,-0.315492,0.149321,-0.063814,-0.251390,0.954167,-0.331239,-0.482459,0.075873,-0.447102,-0.639905,0.050736,0.622935
493.899600,35554,-0.313984,-0.857716,-0.309641,0.143992,-0.059347,-0.257286,0.953702,-0.317936,-0.476301,0.113187,-0.430995,-0.611352,0.068928,0.660107
493.913500,35555,-0.321240,-0.855696,-0.301524,0.139053,-0.056018,-0.263099,0.953051,-0.302655,-0.470197,0.150765,-0.415642,-0.577557,0.087511,0.697145
493.927300,35556,-0.328248,-0.852448,-0.291586,0.135031,-0.053412,-0.269092,0.952105,-0.285272,-0.463719,0.187650,-0.404555,-0.537733,0.110950,0.731347
493.941100,35557,-0.335059,-0.849188,-0.281551,0.130507,-0.051388,-0.274506,0.951301,-0.262735,-0.456882,0.225272,-0.392494,-0.491928,0.136510,0.765063
493.954900,35558,-0.343521,-0.848238,-0.274928,0.125223,-0.050549,-0.279165,0.950700,-0.236530,-0.450540,0.262308,-0.377898,-0.443087,0.162607,0.796509
493.968900,35559,-0.352319,-0.847114,-0.268020,0.119609,-0.050931,-0.282770,0.950337,-0.206602,-0.444507,0.297195,-0.364031,-0.393457,0.193582,0.821705
493.982600,35560,-0.359968,-0.846087,-0.261115,0.113310,-0.051476,-0.286069,0.950093,-0.172847,-0.438341,0.329647,-0.347911,-0.348253,0.227457,0.840203
