timestamp,frame,left_pos_x,left_pos_y,left_pos_z,left_rot_x,left_rot_y,left_rot_z,left_rot_w,right_pos_x,right_pos_y,right_pos_z,right_rot_x,right_rot_y,right_rot_z,right_rot_w
0.000000,0,-0.290331,-0.811297,0.052027,0.502257,-0.032288,-0.446892,0.739583,0.021633,-0.223431,0.331093,0.296915,-0.036550,-0.012727,-0.954119
0.014038,1,-0.290397,-0.811311,0.051577,0.502321,-0.032390,-0.446897,0.739532,0.023974,-0.221899,0.330341,0.265684,0.046128,0.070381,-0.960380
0.027893,2,-0.290513,-0.811203,0.050861,0.502653,-0.032390,-0.446781,0.739377,0.028433,-0.217980,0.326153,0.234607,0.150755,0.186717,-0.942003
0.041504,3,-0.290523,-0.811064,0.050890,0.502895,-0.032253,-0.446700,0.739267,0.031854,-0.214935,0.322094,0.209023,0.245241,0.271102,-0.907012
0.055542,4,-0.290511,-0.811073,0.050754,0.503191,-0.031909,-0.446644,0.739114,0.034075,-0.212632,0.318031,0.177739,0.345147,0.341573,-0.855927
0.069458,5,-0.290476,-0.811078,0.050698,0.503275,-0.031711,-0.446676,0.739047,0.035810,-0.210872,0.312976,0.148898,0.442831,0.396594,-0.790217
0.084290,6,-0.290551,-0.811123,0.050735,0.503319,-0.031555,-0.446764,0.738970,0.038515,-0.208848,0.304721,0.150504,0.523160,0.430993,-0.719651
0.097778,7,-0.290234,-0.811412,0.050848,0.503337,-0.031468,-0.446822,0.738926,0.042655,-0.207043,0.294915,0.178201,0.580861,0.446161,-0.657103
0.111084,8,-0.290191,-0.811313,0.050915,0.503367,-0.031480,-0.446818,0.738908,0.050195,-0.205722,0.286491,0.241247,0.581546,0.439747,-0.640489
0.124817,9,-0.290132,-0.811194,0.050966,0.503475,-0.031602,-0.446781,0.738851,0.056909,-0.205489,0.291496,0.280402,0.491412,0.433081,-0.701662
0.138489,10,-0.290182,-0.811296,0.050844,0.503619,-0.031662,-0.446720,0.738787,0.056356,-0.204253,0.309283,0.275102,0.317904,0.391158,-0.818689
0.152527,11,-0.290172,-0.811445,0.050783,0.503691,-0.031341,-0.446980,0.738595,0.050032,-0.205074,0.329967,0.234489,0.127962,0.297998,-0.916427
0.166077,12,-0.290084,-0.811688,0.050930,0.503347,-0.030110,-0.448138,0.738178,0.039425,-0.209311,0.343539,0.227697,-0.054339,0.104270,-0.966607
0.179993,13,-0.290086,-0.811908,0.050609,0.502881,-0.028880,-0.449706,0.737591,0.027816,-0.214272,0.346430,0.285153,-0.215764,-0.159987,-0.920075
0.194458,14,-0.290084,-0.811834,0.050690,0.502860,-0.028509,-0.450381,0.737208,0.014085,-0.224497,0.351100,0.316031,-0.337257,-0.428853,-0.776188
0.207825,15,-0.290036,-0.811747,0.050813,0.502820,-0.028240,-0.450969,0.736887,0.008168,-0.238660,0.364222,0.294417,-0.381337,-0.590718,-0.647266
