timestamp,frame,left_pos_x,left_pos_y,left_pos_z,left_rot_x,left_rot_y,left_rot_z,left_rot_w,right_pos_x,right_pos_y,right_pos_z,right_rot_x,right_rot_y,right_rot_z,right_rot_w
0.000000,0,-0.240404,-0.839718,0.065611,0.548745,0.065194,-0.434948,0.710949,0.078284,-0.522969,0.611349,-0.414239,-0.037124,-0.139612,-0.898630
0.014282,1,-0.240440,-0.839744,0.065691,0.548800,0.065095,-0.434888,0.710953,0.077865,-0.525395,0.610789,-0.416982,-0.034410,-0.147748,-0.896165
0.028412,2,-0.240484,-0.839814,0.065922,0.548807,0.064978,-0.434810,0.711005,0.077782,-0.526554,0.610414,-0.415846,-0.034583,-0.151172,-0.896115
0.042450,3,-0.240535,-0.839962,0.066375,0.548979,0.064663,-0.434305,0.711210,0.077270,-0.526735,0.610581,-0.408878,-0.031764,-0.153044,-0.899104
0.056580,4,-0.240647,-0.840008,0.066735,0.549293,0.064340,-0.433701,0.711366,0.077662,-0.527398,0.610701,-0.410597,-0.034276,-0.148577,-0.898978
0.070343,5,-0.240804,-0.839954,0.066926,0.549595,0.064015,-0.433216,0.711457,0.078527,-0.529496,0.610429,-0.417959,-0.038685,-0.141299,-0.896576
0.084137,6,-0.240851,-0.840098,0.067148,0.549810,0.063728,-0.432779,0.711583,0.079289,-0.532453,0.609613,-0.430334,-0.042805,-0.136979,-0.891188
0.097260,7,-0.240982,-0.840325,0.067240,0.550077,0.063404,-0.432152,0.711787,0.079493,-0.535255,0.608392,-0.441548,-0.037208,-0.144163,-0.884798
0.111023,8,-0.241119,-0.840679,0.067402,0.550795,0.062806,-0.430819,0.712093,0.079255,-0.537665,0.607092,-0.451872,-0.028683,-0.153546,-0.878301
0.125305,9,-0.241192,-0.841052,0.067599,0.551872,0.062251,-0.428839,0.712502,0.078874,-0.539844,0.606064,-0.462917,-0.021870,-0.165605,-0.870520
0.139008,10,-0.241058,-0.841435,0.067697,0.553240,0.061658,-0.426465,0.712917,0.078812,-0.539818,0.604403,-0.465468,-0.011878,-0.173048,-0.867901
0.152802,11,-0.241204,-0.841605,0.067893,0.553946,0.061553,-0.425012,0.713246,0.079299,-0.538760,0.604464,-0.471559,-0.006709,-0.173490,-0.864574
0.166870,12,-0.241372,-0.841677,0.068139,0.554349,0.061289,-0.424041,0.713534,0.080563,-0.536499,0.605017,-0.480422,-0.004589,-0.178557,-0.858657
0.180267,13,-0.241371,-0.841849,0.068622,0.554608,0.060632,-0.423229,0.713870,0.081331,-0.531594,0.605068,-0.484327,0.005597,-0.206185,-0.850226
0.194855,14,-0.241279,-0.841985,0.068951,0.554849,0.060016,-0.422799,0.713990,0.081491,-0.524797,0.605075,-0.484470,0.021542,-0.240554,-0.840809
0.208862,15,-0.241205,-0.842099,0.069045,0.555057,0.059665,-0.422712,0.713910,0.081946,-0.514388,0.606720,-0.483240,0.034889,-0.269531,-0.832235
0.222565,16,-0.241102,-0.841989,0.068747,0.554861,0.060052,-0.423018,0.713848,0.082613,-0.501129,0.610025,-0.483032,0.040601,-0.271832,-0.831348
0.236115,17,-0.241017,-0.841985,0.068653,0.554816,0.060414,-0.423057,0.713830,0.083100,-0.485137,0.614616,-0.474654,0.044274,-0.270907,-0.836273
0.250153,18,-0.240946,-0.842023,0.068738,0.555000,0.060136,-0.422686,0.713930,0.083974,-0.462352,0.622650,-0.455300,0.040433,-0.273796,-0.846229
0.264252,19,-0.240891,-0.842051,0.068957,0.555177,0.059471,-0.422379,0.714029,0.085441,-0.440223,0.630553,-0.435489,0.032294,-0.281535,-0.854426
0.278015,20,-0.240817,-0.842041,0.069192,0.555265,0.058737,-0.422195,0.714130,0.087533,-0.412875,0.639877,-0.408468,0.017371,-0.292837,-0.864349
