timestamp,frame,left_pos_x,left_pos_y,left_pos_z,left_rot_x,left_rot_y,left_rot_z,left_rot_w,right_pos_x,right_pos_y,right_pos_z,right_rot_x,right_rot_y,right_rot_z,right_rot_w
0.000000,0,-0.273541,-0.818511,0.038866,-0.480713,0.027922,0.380677,-0.789443,0.095473,-0.400944,0.583109,0.315607,0.118415,0.628749,0.700746
0.014801,1,-0.273274,-0.818865,0.038319,-0.481358,0.026917,0.380669,-0.789089,0.069168,-0.405779,0.565831,0.317257,0.004194,0.655538,0.685274
0.028412,2,-0.273430,-0.819790,0.037203,-0.481657,0.025157,0.380912,-0.788847,0.041713,-0.399744,0.545993,0.280206,-0.083865,0.663429,0.688705
0.041779,3,-0.271576,-0.820619,0.035736,-0.483102,0.021030,0.380483,-0.788292,0.012747,-0.381647,0.527464,0.204163,-0.146683,0.653661,0.713813
0.055542,4,-0.269840,-0.821453,0.034188,-0.484961,0.015761,0.380659,-0.787187,-0.016489,-0.353248,0.509320,0.094542,-0.183476,0.631889,0.747071
0.069824,5,-0.269008,-0.821900,0.032934,-0.486580,0.010765,0.381828,-0.785704,-0.043824,-0.318851,0.488969,-0.013862,-0.209056,0.574834,0.790992
0.083191,6,-0.268367,-0.822399,0.031935,-0.487791,0.006956,0.383341,-0.784259,-0.067217,-0.284857,0.464257,-0.102069,-0.241407,0.504276,0.822806
0.097137,7,-0.268017,-0.823116,0.031117,-0.488788,0.002905,0.386158,-0.782278,-0.081362,-0.244683,0.430179,-0.171801,-0.270785,0.405296,0.856093
0.111084,8,-0.268086,-0.823970,0.030517,-0.489440,-0.000069,0.388914,-0.780509,-0.080899,-0.210196,0.396977,-0.224662,-0.289508,0.335496,0.867845
0.124847,9,-0.268041,-0.824220,0.030264,-0.489568,-0.002676,0.391132,-0.779315,-0.082002,-0.180451,0.366576,-0.312274,-0.291500,0.294569,0.854834
0.139130,10,-0.268610,-0.824136,0.030496,-0.489460,-0.004160,0.393629,-0.778118,-0.072829,-0.152566,0.335277,-0.447276,-0.243379,0.267572,0.817995
0.153015,11,-0.269435,-0.823803,0.031081,-0.488465,-0.004263,0.395651,-0.777717,-0.058254,-0.131258,0.307061,-0.532247,-0.215165,0.204563,0.792825
0.166748,12,-0.270378,-0.823300,0.032037,-0.487840,-0.001687,0.395307,-0.778294,-0.042404,-0.115350,0.294074,-0.464831,-0.243191,0.144175,0.839049
0.180664,13,-0.270853,-0.822610,0.032854,-0.487431,0.003383,0.391743,-0.780344,-0.023178,-0.099923,0.290141,-0.433455,-0.221103,0.090141,0.868968
0.194550,14,-0.273095,-0.821043,0.035756,-0.487989,0.012836,0.388279,-0.781628,-0.003843,-0.088561,0.290699,-0.495571,-0.123519,0.080909,0.855924
0.208496,15,-0.274608,-0.820175,0.037922,-0.488170,0.022654,0.381946,-0.784407,0.013739,-0.083230,0.299078,-0.545557,0.009607,0.111477,0.830571
0.222076,16,-0.275716,-0.819320,0.039846,-0.487917,0.029192,0.376171,-0.787134,0.030705,-0.079896,0.315239,-0.534520,0.127338,0.140405,0.823626
0.236237,17,-0.276406,-0.818103,0.041752,-0.485935,0.034059,0.369696,-0.791222,0.050927,-0.080732,0.339173,-0.456879,0.174377,0.134195,0.861885
0.250092,18,-0.276508,-0.816262,0.043744,-0.480787,0.037534,0.360511,-0.798415,0.070522,-0.080080,0.353251,-0.439122,0.199947,0.092794,0.870966
0.263825,19,-0.276257,-0.814184,0.045869,-0.475766,0.039687,0.349067,-0.806364,0.088860,-0.080354,0.369416,-0.407929,0.235414,0.054638,0.880448
0.278046,20,-0.275326,-0.811871,0.048133,-0.471376,0.037940,0.336309,-0.814409,0.109297,-0.087002,0.394588,-0.353868,0.293714,0.029077,0.887504
0.291840,21,-0.274451,-0.810243,0.049882,-0.465950,0.034082,0.330943,-0.819881,0.126706,-0.095317,0.419994,-0.289478,0.361514,0.031422,0.885733
0.306030,22,-0.273816,-0.808728,0.051533,-0.459797,0.029200,0.333630,-0.822451,0.140306,-0.112124,0.453131,-0.198128,0.429017,0.089552,0.876738
0.319733,23,-0.273719,-0.807497,0.052951,-0.453659,0.026102,0.339385,-0.823609,0.153759,-0.134941,0.492803,-0.061267,0.491455,0.164031,0.853119
0.333618,24,-0.274218,-0.806619,0.053967,-0.449078,0.025077,0.345252,-0.823712,0.169712,-0.166840,0.529029,0.089016,0.536005,0.229025,0.807665
0.347717,25,-0.275489,-0.805692,0.054589,-0.446811,0.026082,0.346787,-0.824269,0.184720,-0.205922,0.555592,0.220958,0.555355,0.285047,0.749338
0.361176,26,-0.276506,-0.805261,0.055432,-0.445259,0.028636,0.344905,-0.825812,0.195643,-0.250907,0.569588,0.349067,0.529966,0.311108,0.707460
0.375366,27,-0.277480,-0.805149,0.056093,-0.444762,0.030501,0.341560,-0.827402,0.192172,-0.296214,0.572135,0.452833,0.439208,0.313933,0.709566
0.389038,28,-0.278628,-0.805467,0.056007,-0.444491,0.031470,0.337382,-0.829223,0.147793,-0.320468,0.569221,0.377633,0.272517,0.445923,0.764383
0.402832,29,-0.279770,-0.806007,0.055578,-0.444609,0.031233,0.337117,-0.829277,0.096749,-0.329929,0.563711,0.229046,0.091082,0.558461,0.792063
0.416931,30,-0.280951,-0.806531,0.055233,-0.445156,0.032027,0.339086,-0.828149,0.070604,-0.349299,0.548499,0.298337,-0.029625,0.469776,0.830318
0.430573,31,-0.282081,-0.806965,0.053934,-0.448535,0.035652,0.342218,-0.824883,0.049900,-0.361794,0.531074,0.366586,-0.067460,0.419696,0.827598
0.445099,32,-0.283954,-0.807923,0.053296,-0.452442,0.040237,0.341958,-0.822644,0.021888,-0.364176,0.516472,0.266050,-0.072768,0.565797,0.777043
0.459229,33,-0.284863,-0.808752,0.051874,-0.458610,0.041943,0.340483,-0.819749,-0.004507,-0.357121,0.495306,0.150629,-0.054065,0.675632,0.719659
0.472931,34,-0.285159,-0.809190,0.049951,-0.463014,0.038770,0.341554,-0.816979,-0.030295,-0.345620,0.473541,0.115911,-0.077805,0.650125,0.746892
