timestamp,frame,left_pos_x,left_pos_y,left_pos_z,left_rot_x,left_rot_y,left_rot_z,left_rot_w,right_pos_x,right_pos_y,right_pos_z,right_rot_x,right_rot_y,right_rot_z,right_rot_w
0.000000,0,-0.150357,-0.517966,0.156106,0.138060,0.315031,-0.089987,0.934665,0.062796,-0.548893,0.161865,-0.230746,0.484044,0.081367,-0.840141
0.013779,1,-0.142661,-0.511553,0.149002,0.100523,0.346910,-0.062836,0.930377,0.058044,-0.546560,0.160266,-0.222511,0.493182,0.081275,-0.837051
0.028015,2,-0.136800,-0.506598,0.147471,0.099085,0.368850,-0.000140,0.924192,0.053366,-0.543368,0.158854,-0.228738,0.511054,0.103248,-0.822097
0.041183,3,-0.130731,-0.502714,0.148387,0.106340,0.380754,0.061650,0.916470,0.047759,-0.539713,0.154795,-0.240110,0.544378,0.122319,-0.794379
0.054489,4,-0.125842,-0.498846,0.153421,0.120362,0.380384,0.115639,0.909642,0.040710,-0.535134,0.150259,-0.225818,0.573372,0.108918,-0.779992
0.068756,5,-0.119145,-0.498333,0.155498,0.133592,0.385998,0.109515,0.906182,0.034716,-0.531598,0.148578,-0.212179,0.583838,0.080380,-0.779521
0.082748,6,-0.112277,-0.497903,0.154809,0.126626,0.399010,0.077686,0.904833,0.029871,-0.527264,0.147632,-0.191591,0.592798,0.047081,-0.780811
0.096222,7,-0.107675,-0.496239,0.153520,0.098623,0.414260,0.029675,0.904313,0.026889,-0.520910,0.146175,-0.157379,0.609337,0.009760,-0.777075
0.110489,8,-0.104320,-0.494909,0.153439,0.083997,0.432936,0.002181,0.897500,0.024512,-0.513908,0.145290,-0.129637,0.627505,-0.009352,-0.767688
0.124023,9,-0.102329,-0.493644,0.155574,0.078744,0.451097,-0.011160,0.888925,0.023133,-0.504857,0.145650,-0.102574,0.647176,-0.006080,-0.755384
0.137970,10,-0.101048,-0.492069,0.160279,0.076307,0.463311,-0.014948,0.882778,0.021899,-0.495926,0.148265,-0.109056,0.668023,0.019670,-0.735844
0.152039,11,-0.099172,-0.490436,0.166595,0.076774,0.470672,-0.013658,0.878856,0.020326,-0.487510,0.151438,-0.115917,0.683404,0.037414,-0.719807
0.165878,12,-0.096730,-0.489168,0.175036,0.084396,0.474079,-0.012605,0.876338,0.018724,-0.479190,0.154316,-0.108068,0.701898,0.044594,-0.702618
0.179810,13,-0.093430,-0.488890,0.186665,0.099288,0.472405,-0.024414,0.875431,0.016574,-0.471974,0.157697,-0.081360,0.714697,0.018573,-0.694438
